25700349	2	5	ENSP00000417404	DOID:2352	0.863281
24055163	1	1	ENSP00000223051	DOID:2352	0.820312
28110135	1	1	ENSP00000261024	DOID:2352	0.787109
21054916	2	10	ENSP00000222304	DOID:2352	0.767578
23651749	2	2	ENSP00000417404	DOID:2352	0.974609
22897067	2	11	ENSP00000222304	DOID:2352	0.933594
10772870	2	4	ENSP00000417404	DOID:2352	0.820312
16545687	1	1	ENSP00000417404	DOID:2352	0.884766
9620340	2	2	ENSP00000417404	DOID:2352	0.792969
26418842	1	1	ENSP00000355607	DOID:2352	0.671875
24653703	1	1	ENSP00000417404	DOID:2352	0.998047
14618419	2	2	ENSP00000417404	DOID:2352	0.683594
11313312	1	1	ENSP00000417404	DOID:2352	0.941406
25776452	2	1	ENSP00000417404	DOID:2352	0.166016
23678850	2	6	ENSP00000417404	DOID:2352	0.369141
12673276	2	14	ENSP00000417404	DOID:2352	0.84375
12508966	1	1	ENSP00000417404	DOID:2352	0.869141
18752323	2	2	ENSP00000417404	DOID:2352	0.708984
11078891	2	2	ENSP00000417404	DOID:2352	0.359375
9385688	1	1	ENSP00000417404	DOID:2352	0.724609
25654085	2	4	ENSP00000417404	DOID:2352	0.59375
15990686	2	2	ENSP00000417404	DOID:2352	0.826172
91216	2	1	ENSP00000366005	DOID:2352	0.402344
22796612	1	1	ENSP00000417404	DOID:2352	0.601562
19700664	2	1	ENSP00000417404	DOID:2352	0.792969
15951546	2	8	ENSP00000223051	DOID:2352	0.582031
15671444	2	3	ENSP00000417404	DOID:2352	0.78125
18624620	2	1	ENSP00000417404	DOID:2352	0.654297
10073265	2	2	ENSP00000417404	DOID:2352	0.916016
17689879	2	3	ENSP00000417404	DOID:2352	0.626953
19008010	2	3	ENSP00000417404	DOID:2352	0.964844
10660483	2	1	ENSP00000417404	DOID:2352	0.660156
16533407	2	2	ENSP00000417404	DOID:2352	0.265625
23582421	2	11	ENSP00000362207	DOID:2352	0.810547
15993396	1	1	ENSP00000417404	DOID:2352	0.910156
18363869	2	1	ENSP00000417404	DOID:2352	0.466797
11313241	2	1	ENSP00000417404	DOID:2352	0.128906
16081371	2	6	ENSP00000222304	DOID:2352	0.708984
23049448	2	2	ENSP00000417404	DOID:2352	0.876953
12809944	2	5	ENSP00000223051	DOID:2352	0.71875
12737949	1	1	ENSP00000417404	DOID:2352	0.871094
17098454	1	1	ENSP00000417404	DOID:2352	0.982422
17597476	1	1	ENSP00000417404	DOID:2352	0.369141
12547214	2	1	ENSP00000417404	DOID:2352	0.990234
15925529	1	1	ENSP00000417404	DOID:2352	0.333984
12714262	2	1	ENSP00000417404	DOID:2352	0.921875
23953397	2	1	ENSP00000417404	DOID:2352	0.9375
16368718	2	4	ENSP00000417404	DOID:2352	0.494141
9373599	2	2	ENSP00000417404	DOID:2352	0.396484
24319245	2	1	ENSP00000417404	DOID:2352	0.546875
10424282	2	7	ENSP00000219070	DOID:2352	0.318359
17053738	2	11	ENSP00000417404	DOID:2352	0.792969
9021970	1	1	ENSP00000417404	DOID:2352	0.996094
17710673	2	2	ENSP00000417404	DOID:2352	0.0820313
18657084	2	9	ENSP00000417404	DOID:2352	0.408203
11205685	1	1	ENSP00000417404	DOID:2352	0.949219
17943492	2	2	ENSP00000417404	DOID:2352	0.804687
10811057	2	4	ENSP00000333994	DOID:2352	0.841797
10216143	2	6	ENSP00000417404	DOID:2352	0.753906
16419611	2	3	ENSP00000417404	DOID:2352	0.923828
12059121	2	9	ENSP00000417404	DOID:2352	0.8125
10084283	2	2	ENSP00000417404	DOID:2352	0.949219
12145827	1	1	ENSP00000417404	DOID:2352	0.929688
14633776	2	9	ENSP00000417404	DOID:2352	0.892578
19008010	1	1	ENSP00000417404	DOID:2352	0.568359
10205270	2	2	ENSP00000417404	DOID:2352	0.757813
10575542	1	1	ENSP00000417404	DOID:2352	0.927734
17373275	2	3	ENSP00000417404	DOID:2352	0.892578
9931446	1	1	ENSP00000417404	DOID:2352	0.681641
14633776	2	7	ENSP00000222304	DOID:2352	0.875
28358914	2	1	ENSP00000417404	DOID:2352	0.138672
11436126	2	1	ENSP00000417404	DOID:2352	0.736328
12547233	1	1	ENSP00000261024	DOID:2352	0.585938
16216474	1	1	ENSP00000417404	DOID:2352	0.884766
17729390	2	1	ENSP00000417404	DOID:2352	0.552734
11358390	2	5	ENSP00000223051	DOID:2352	0.507812
22362121	2	2	ENSP00000417404	DOID:2352	0.921875
14648375	2	1	ENSP00000417404	DOID:2352	0.662109
11686223	1	1	ENSP00000417404	DOID:2352	0.267578
11722599	2	9	ENSP00000417404	DOID:2352	0.544922
17002922	2	1	ENSP00000417404	DOID:2352	0.480469
16848710	2	6	ENSP00000222304	DOID:2352	0.822266
12482411	2	14	ENSP00000417404	DOID:2352	0.857422
25015053	1	1	ENSP00000417404	DOID:2352	0.994141
18363869	2	6	ENSP00000417404	DOID:2352	0.773438
11478357	2	1	ENSP00000417404	DOID:2352	0.945313
17289614	2	7	ENSP00000417404	DOID:2352	0.796875
9328324	1	1	ENSP00000417404	DOID:2352	0.972656
17376729	2	3	ENSP00000417404	DOID:2352	0.964844
14614395	2	1	ENSP00000417404	DOID:2352	0.253906
10348824	2	1	ENSP00000417404	DOID:2352	0.921875
15610558	2	5	ENSP00000337014	DOID:2352	0.0585938
10930379	2	1	ENSP00000417404	DOID:2352	0.849609
17106152	2	2	ENSP00000417404	DOID:2352	0.785156
10832943	1	1	ENSP00000417404	DOID:2352	0.320313
25737209	2	7	ENSP00000222304	DOID:2352	0.5625
22674401	2	7	ENSP00000417404	DOID:2352	0.929688
17540536	2	1	ENSP00000417404	DOID:2352	0.433594
12707220	1	1	ENSP00000417404	DOID:2352	0.316406
22504868	2	1	ENSP00000417404	DOID:2352	0.564453
16417669	2	6	ENSP00000385638	DOID:2352	0.923828
19058322	1	1	ENSP00000417404	DOID:2352	0.966797
11313312	2	1	ENSP00000417404	DOID:2352	0.535156
24282517	2	1	ENSP00000417404	DOID:2352	0.40625
14635204	2	1	ENSP00000417404	DOID:2352	0.349609
12714823	2	1	ENSP00000417404	DOID:2352	0.988281
12902032	2	2	ENSP00000417404	DOID:2352	0.970703
16868025	2	2	ENSP00000337014	DOID:2352	0.857422
17945001	2	1	ENSP00000417404	DOID:2352	0.974609
20979574	1	3	ENSP00000417404	DOID:2352	0.431641
12714823	1	1	ENSP00000417404	DOID:2352	0.886719
25075539	2	3	ENSP00000417404	DOID:2352	0.925781
12712916	2	2	ENSP00000417404	DOID:2352	0.851563
17194693	1	1	ENSP00000417404	DOID:2352	0.847656
21959608	2	2	ENSP00000417404	DOID:2352	0.910156
19589941	1	1	ENSP00000222304	DOID:2352	0.855469
10491369	2	1	ENSP00000417404	DOID:2352	0.355469
24368960	2	12	ENSP00000417404	DOID:2352	0.839844
16138214	1	1	ENSP00000417404	DOID:2352	0.980469
11199371	1	2	ENSP00000417404	DOID:2352	0.388672
19453575	2	3	ENSP00000417404	DOID:2352	0.533203
17019598	2	11	ENSP00000250971	DOID:2352	0.376953
19667680	2	4	ENSP00000222304	DOID:2352	0.957031
11379346	2	4	ENSP00000342267	DOID:2352	0.953125
28115312	2	4	ENSP00000337014	DOID:2352	0.876953
6381191	2	5	ENSP00000250971	DOID:2352	0.796875
19796184	1	1	ENSP00000337014	DOID:2352	0.0996094
19400694	2	4	ENSP00000222304	DOID:2352	0.912109
27007796	1	1	ENSP00000222304	DOID:2352	0.914063
19399775	2	2	ENSP00000222304	DOID:2352	0.921875
23156704	2	1	ENSP00000250971	DOID:2352	0.802734
7942036	2	2	ENSP00000333994	DOID:2352	0.992187
26385212	2	5	ENSP00000333994	DOID:2352	0.945313
23105707	2	3	ENSP00000447173	DOID:2352	0.314453
19234060	2	2	ENSP00000337014	DOID:2352	0.871094
12134060	1	1	ENSP00000223051	DOID:2352	0.958984
16054062	2	3	ENSP00000222304	DOID:2352	0.470703
10675018	2	2	ENSP00000308541	DOID:2352	0.931641
17557668	1	1	ENSP00000222304	DOID:2352	0.0644531
11431687	2	4	ENSP00000261024	DOID:2352	0.904297
16424658	2	1	ENSP00000223051	DOID:2352	0.753906
18492090	2	8	ENSP00000337014	DOID:2352	0.330078
23333676	2	3	ENSP00000223051	DOID:2352	0.931641
25635054	2	1	ENSP00000223051	DOID:2352	0.917969
